"","Participant","MAAS_1","MAAS_2","MAAS_3","MAAS_4","MAAS_5","MAAS_6","MAAS_7","MAAS_8","MAAS_9","MAAS_10","MAAS_11","MAAS_12","MAAS_13","MAAS_14","MAAS_15","Nomo1_1","Nomo1_2","Nomo1_3","Nomo1_4","Nomo1_5","Nomo1_6","Nomo1_7","Nomo1_8","Nomo1_9","Nomo2_1","Nomo2_2","Nomo2_3","Nomo2_4","Nomo2_5","Nomo2_6","Nomo2_7","Nomo2_8","Nomo2_9","Nomo2_10","Nomo2_11","sleep_hours","sleep_quality","sleep_effects","sleep_onset","sleep_phone","SSS.1","SSS.2","SSS.3","SSS.4","SSS.5","SSS.6","SSS.7","SSS.8","SSS.9","SSS.10","SSS.11","SSS.12","SSS.13","SSS.14","SSS.15","SSS.16","SSS.17","SSS.18","SSS.19","SSS.20","SSS.21","SSS.22","SSS.23","SSS.24","SSS.25","SSS.26","SSS.27","SSS.28","SSS.29","SSS.30","SSS.31","SSS.32","SSS.33","SSS.34","SSS.35","SSS.36","SSS.37","SSS.38","SSS.39","SSS.40","Reliance_1","Reliance_2","Reliance_3","Reliance_4","Reliance_5","Reliance_6","Reliance_7","Reliance_8","Reliance_9","Reliance_10","Reliance_11","Reliance_12","Reliance_13","ASRS1_1","ASRS1_2","ASRS1_3","ASRS1_4","ASRS1_5","ASRS1_6","ASRS2_1","ASRS2_2","ASRS2_3","ASRS2_4","ASRS2_5","ASRS2_6","ASRS2_7","ASRS2_8","ASRS2_9","ASRS2_10","ASRS2_11","ASRS2_12","Sex","Gender","Age","Race.s.","OwnSP","SPhours_1","OwnSW","id","ADHD1","ADHD2","ADHD3","ADHD4","ADHD5","ADHD6","ADHD7","ADHD8","ADHD9","ADHD10","ADHD11","ADHD12","ADHD13","ADHD14","ADHD15","ADHD16","ADHD17","ADHD18","MAAS_avg","NOMO_sum","ADHD_sum","SSS_sum","reliance_sum","ADHD_z","NOMO_z","SSS_z","reliance_z","MAAS_z","SSS_TAS","SSS_ES","SSS_Dis","SSS_BS"
"49",51,6,6,3,3,5,3,5,5,5,5,5,3,3,3,2,5,5,4,5,5,2,6,6,4,4,5,3,3,3,5,2,2,2,2,2,7,3,3,9,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,4,3,4,4,4,4,4,2,3,4,4,4,4,1,0,0,1,3,1,1,2,1,1,3,0,2,0,0,0,0,0,2,2,2,"1",1,8.1,1,17761,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4.13333333333333,75,2,17,48,-1.27141020346249,-0.261752374261948,-0.198040051233724,0.75335395891074,0.614843661771167,5,6,4,2
"50",52,3,4,5,4,5,2,4,5,2,4,2,2,4,3,4,5,5,3,6,3,3,4,4,6,5,6,6,7,7,5,3,4,4,3,5,8,4,3,3,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,3,2,4,2,3,3,4,4,3,4,4,5,5,3,2,1,3,4,1,2,2,1,4,2,0,2,3,1,1,3,1,2,2,3,"1",1,5,1,18271,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3.53333333333333,94,7,21,46,0.231613486677275,0.567696707814874,0.484953199664208,0.526976660912931,-0.152749676062536,5,6,6,4
"51",53,4,5,4,3,5,3,4,3,2,4,3,3,3,3,5,3,6,4,7,5,2,5,3,7,7,7,5,7,5,5,2,4,3,2,4,7,4,4,2,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,5,5,4,5,4,5,5,3,4,4,4,3,3,1,2,0,2,2,1,2,3,1,1,2,0,1,1,1,1,1,2,2,2,2,"1",1,7,2,21934,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.6,93,3,19,54,-0.970805465434535,0.524041492968725,0.143456574215242,1.43248585290417,-0.0674615274143462,8,3,6,2
"53",55,3,3,3,1,5,1,2,2,1,3,3,3,2,3,6,5,7,7,2,6,7,7,7,7,7,7,7,7,7,5,2,6,6,7,3,6,4,2,2,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,4,4,3,5,5,5,4,3,4,4,4,2,4,2,1,0,2,2,1,2,4,1,1,3,0,0,0,4,3,3,2,2,2,3,"1",1,1.9,1,22297,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,2.73333333333333,119,7,25,51,0.231613486677275,1.65907707896859,1.16794645056214,1.09291990590745,-1.1762074598408,7,6,9,3
"54",56,3,3,2,3,2,5,4,3,4,2,2,1,2,2,3,6,6,5,7,5,3,5,6,7,3,5,5,3,5,5,3,2,2,3,3,7.5,4,4,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,4,4,2,4,4,5,5,2,3,4,4,5,5,1,2,3,3,1,1,3,3,3,3,2,1,2,1,3,1,1,2,2,2,3,"1",1,3,2,21913,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,2.73333333333333,89,9,14,51,0.83282296273318,0.349420633584131,-0.710284989407174,1.09291990590745,-1.1762074598408,10,1,1,1
"56",58,6,5,5,6,6,4,4,5,6,6,5,6,6,6,6,3,5,1,5,1,1,4,5,6,2,4,1,1,4,4,4,3,3,2,2,7,3,4,5,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,2,2,3,2,3,4,4,3,2,4,4,4,4,0,2,2,4,3,1,2,2,1,2,2,1,3,1,1,2,1,1,2,2,4,"1",1,5.1,2,10258,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5.46666666666667,61,6,23,41,-0.0689912513506776,-0.872925382108028,0.826449825113175,-0.0389665840815901,2.32060663473495,5,6,9,3
"59",61,3,3,1,1,5,4,3,2,1,1,1,1,1,2,1,6,6,7,6,5,1,2,6,6,5,5,6,6,5,2,2,5,7,7,7,8,2,3,5,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,2,2,2,2,2,1,4,2,4,4,4,5,5,2,3,0,4,3,1,4,4,4,3,2,0,3,2,4,4,3,4,2,2,2,"1",1,12.1,2,22300,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,2,102,13,30,39,2.03524191484499,0.916938426584062,2.02168801418456,-0.265343882079399,-2.11437709497088,7,9,9,5
"60",62,3,3,2,2,2,2,2,2,2,2,2,4,2,2,2,5,5,5,5,5,3,4,5,6,5,5,5,5,5,5,5,5,5,5,5,7,4,4,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,4,3,4,3,4,4,4,4,2,4,3,4,4,1,3,2,3,4,4,3,3,3,3,4,1,3,3,1,3,1,2,2,2,4,"1",1,3,2,22237,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,2.26666666666667,98,14,28,47,2.33584665287294,0.742317567199468,1.68019138873559,0.640165309911835,-1.77322450037813,7,7,7,7
"61",64,3,3,3,3,3,3,4,3,3,2,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,2,4,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,"1",1,4,2,17992,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2.93333333333333,80,6,19,39,-0.0689912513506776,-0.0434763000312056,0.143456574215242,-0.265343882079399,-0.920343013896237,6,4,8,1
"62",65,2,6,3,2,1,3,3,2,2,2,2,6,2,2,3,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,3,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,5,5,4,5,5,5,5,5,5,5,5,5,5,1,0,1,1,2,1,2,2,1,2,3,1,2,4,1,0,0,0,2,2,4,"1",1,6.4,1,22405,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2.73333333333333,138,2,14,64,-1.27141020346249,2.48852616104541,-0.710284989407174,2.56437234289321,-1.1762074598408,3,3,7,0
"63",67,3,5,3,5,6,5,4,6,3,3,6,6,2,5,6,6,5,5,5,1,2,4,4,5,1,3,5,1,5,1,1,1,1,3,1,9,3,4,3,2,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,3,4,1,2,1,2,2,1,3,5,3,4,4,3,4,0,1,2,3,1,2,1,0,4,0,2,2,1,0,2,2,2,2,1,"1",1,4.9,2,20077,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.53333333333333,60,5,22,35,-0.36959598937863,-0.916580596954176,0.655701512388691,-0.718098478075016,1.1265725536603,3,7,8,4
"64",68,4,6,5,3,2,2,2,3,3,2,4,3,4,3,3,2,3,1,2,1,2,1,2,1,2,2,2,2,3,2,1,1,1,1,1,6,2,4,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,2,1,1,2,1,1,3,1,1,1,2,0,1,2,4,2,1,1,2,1,4,0,3,2,3,2,1,1,2,2,2,"1",1,3,1,18265,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,3.26666666666667,33,7,14,17,0.231613486677275,-2.09527139780019,-0.710284989407174,-2.75549416005529,-0.493902270655292,6,5,2,1
"65",69,3,5,4,1,2,6,2,2,1,1,2,1,3,2,1,5,6,6,6,3,2,3,7,5,3,7,5,5,6,5,2,1,1,3,2,5,2,3,7,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,4,2,2,3,2,3,4,2,2,3,4,4,4,4,2,0,3,4,2,2,3,1,0,4,1,3,2,1,0,1,1,2,2,2,"1",1,5.7,1,20251,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2.4,83,7,21,39,0.231613486677275,0.08748934450724,0.484953199664208,-0.265343882079399,-1.60264820308175,8,5,6,1
"66",70,5,5,5,3,5,2,4,4,4,3,4,3,3,5,2,5,5,4,6,4,5,4,3,6,4,5,5,5,6,4,3,3,4,3,3,7,3,3,3,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,4,4,3,3,2,3,2,3,4,4,4,2,2,1,1,0,1,3,2,1,2,2,2,1,1,2,1,2,3,1,1,2,2,2,"1",1,5.1,1,22351,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3.8,87,3,23,40,-0.970805465434535,0.262110203891834,0.826449825113175,-0.152155233080494,0.188402918530221,7,6,8,1
"67",71,4,4,4,3,5,4,3,3,3,3,3,4,2,3,3,2,5,3,5,3,2,3,4,5,3,5,3,4,3,3,2,1,2,3,3,8,3,3,3,2,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,3,3,2,2,2,2,4,4,1,4,2,4,4,2,2,1,2,3,3,1,2,2,2,3,1,3,3,2,2,2,2,2,2,1,"1",1,3.9,2,22186,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,3.4,64,10,24,37,1.13342770076113,-0.741959737569582,0.997198137837658,-0.491721180077207,-0.323325973358914,10,6,4,3
"68",72,4,2,3,2,5,5,5,5,2,3,2,4,3,3,2,4,6,3,6,6,4,6,5,5,6,6,6,6,6,6,6,6,6,6,6,8,4,3,3,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,4,4,3,3,4,4,4,4,3,4,4,3,2,1,1,2,2,3,2,2,3,1,2,2,1,2,2,1,1,1,1,2,2,3,"1",1,5.4,2,17968,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.33333333333333,111,3,22,46,-0.970805465434535,1.3098353601994,0.655701512388691,0.526976660912931,-0.408614122007102,8,4,7,2
"70",74,6,5,4,5,5,3,4,4,4,3,2,6,1,5,3,4,6,2,5,1,1,6,3,3,4,5,3,3,7,3,1,1,1,2,2,7,3,2,3,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,4,2,2,1,3,2,5,1,2,3,3,2,4,3,2,2,4,1,1,2,3,1,1,2,0,2,3,2,2,1,2,2,2,3,"1",1,7.5,1,22354,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,4,63,8,16,34,0.532218224705228,-0.785614952415731,-0.368788363958207,-0.83128712707392,0.444267364474788,7,5,3,0
"71",75,3,4,3,2,2,2,2,3,2,2,4,1,3,2,3,6,7,6,6,6,3,6,6,6,6,6,6,6,6,6,3,3,3,6,3,6,3,3,5,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,4,4,4,4,2,4,4,2,3,4,3,3,3,2,1,1,1,3,1,1,2,2,2,1,1,2,2,1,2,3,3,2,2,1,"1",1,5.8,1,21943,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2.53333333333333,106,6,20,44,-0.0689912513506776,1.09155928596866,0.314204886939725,0.300599362915123,-1.43207190578537,7,4,5,3
"72",76,6,6,6,5,6,2,6,6,3,6,6,6,1,6,6,5,5,5,5,5,3,1,5,5,5,5,5,5,5,5,2,2,2,5,1,10,4,5,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,3,2,3,5,4,3,5,5,2,5,3,4,4,1,0,0,1,1,1,0,2,0,0,2,1,1,0,0,0,0,1,2,2,5,"1",1,3.9,1,19279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13333333333333,81,0,8,48,-1.87261967951839,0.000178914814942977,-1.73477486575407,0.75335395891074,1.894165891494,1,2,2,2
"73",77,4,5,5,3,3,4,3,4,5,4,6,5,2,3,2,5,6,2,6,3,1,2,5,5,2,3,3,3,6,2,2,1,1,6,1,7,3,3,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,2,2,2,4,2,2,4,1,4,4,4,5,5,1,2,1,3,2,1,1,3,1,2,2,0,2,2,1,1,1,1,2,2,3,"1",1,3,2,19861,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.86666666666667,65,3,10,41,-0.970805465434535,-0.698304522723433,-1.39327824030511,-0.0389665840815901,0.27369106717841,2,4,2,1
"74",78,5,5,4,2,5,1,3,3,3,4,3,5,3,3,5,5,6,5,5,3,5,5,5,3,5,6,3,6,3,6,1,1,1,5,2,7,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,1,2,3,1,1,2,2,2,2,2,1,2,0,1,0,1,1,2,2,1,"1",1,3.9,1,22417,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6,81,3,16,28,-0.970805465434535,0.000178914814942977,-0.368788363958207,-1.51041902106735,-0.0674615274143462,7,2,5,2
"75",79,2,4,5,3,4,3,3,3,2,3,3,4,1,2,4,6,6,4,4,5,5,2,5,3,6,6,5,5,5,3,2,1,2,6,5,6,5,4,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,2,2,2,4,2,2,4,2,1,3,3,4,4,2,1,2,3,3,3,2,3,1,2,3,1,2,1,2,2,1,1,2,2,1,"1",1,4,2,21871,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,3.06666666666667,86,8,20,35,0.532218224705228,0.218454989045686,0.314204886939725,-0.718098478075016,-0.749766716599858,8,4,3,4
"76",80,3,5,3,4,5,5,5,5,5,4,3,3,4,4,2,2,3,3,3,4,3,5,5,3,5,5,5,5,5,5,3,3,3,3,2,7,3,3,4,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,2,3,1,4,4,2,4,4,2,2,1,3,3,3,2,3,2,3,2,1,2,1,2,1,1,1,2,2,2,"1",1,8,1,21883,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,4,75,8,18,35,0.532218224705228,-0.261752374261948,-0.0272917385092412,-0.718098478075016,0.444267364474788,6,6,3,2
"78",82,5,6,2,2,6,5,2,4,2,4,2,6,3,4,6,2,6,1,5,3,2,2,1,1,5,6,4,6,3,4,1,1,1,1,1,7,3,3,4,2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,3,4,1,1,1,3,4,5,1,1,2,1,3,2,1,2,2,1,1,1,2,0,0,0,0,1,2,2,9,"1",1,2.5,2,15721,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.93333333333333,56,3,14,30,-0.970805465434535,-1.09120145633877,-0.710284989407174,-1.28404172306954,0.358979215826599,6,5,1,1
"80",84,3,5,3,2,4,5,4,4,2,3,4,4,2,3,3,6,5,4,3,3,2,4,5,3,4,5,2,3,5,4,2,1,4,1,1,6,3,3,7,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,4,3,3,4,2,2,3,2,3,4,4,2,4,2,1,0,2,2,2,2,2,2,1,2,0,2,3,2,3,3,3,2,2,1,"1",1,4.9,1,20008,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,3.4,67,6,23,40,-0.0689912513506776,-0.610994093031136,0.826449825113175,-0.152155233080494,-0.323325973358914,9,7,5,2
"81",85,2,2,3,5,5,1,2,2,3,2,1,2,1,1,1,3,5,3,5,6,5,2,5,3,5,5,3,3,5,2,1,3,1,1,1,7,4,1,2,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,2,2,2,2,4,2,5,2,2,5,4,5,4,1,0,4,3,4,1,1,3,4,4,4,2,3,3,4,4,4,3,2,2,3,"1",1,4.1,2,16717,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2.2,67,14,25,41,2.33584665287294,-0.610994093031136,1.16794645056214,-0.0389665840815901,-1.85851264902632,8,7,8,2
"82",86,4,4,3,3,2,4,3,5,4,3,3,2,2,3,5,6,6,5,5,4,5,4,5,5,5,5,5,5,5,4,3,3,3,5,4,7,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,2,4,3,2,2,4,1,4,3,3,3,2,1,2,1,2,3,3,1,2,2,1,1,0,2,2,1,2,1,0,2,2,5,"1",1,6,2,22150,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,3.33333333333333,92,5,12,36,-0.36959598937863,0.480386278122577,-1.05178161485614,-0.604909829076111,-0.408614122007102,7,1,3,0
"83",87,4,5,2,2,3,3,3,2,2,3,3,3,2,3,4,5,6,5,6,6,5,6,6,6,6,7,6,6,7,6,5,5,5,5,4,8,3,3,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,4,4,4,4,4,4,4,3,3,4,4,4,4,2,2,1,3,3,2,2,3,2,1,2,1,3,4,2,2,3,2,2,2,3,"1,5",1,5,1,14935,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,2.93333333333333,113,11,10,50,1.43403243878909,1.3971457898917,-1.39327824030511,0.979731256908548,-0.920343013896237,2,3,4,1
"84",88,4,5,4,2,3,2,2,1,1,3,2,2,4,4,4,6,6,3,6,5,6,6,7,5,5,6,5,5,5,5,5,4,4,2,5,10,3,4,5,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,4,3,4,3,2,4,4,2,3,4,4,5,5,2,1,0,4,2,4,1,3,2,0,3,1,1,3,3,2,3,1,2,2,1,"1",1,5,1,21892,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2.86666666666667,101,10,26,47,1.13342770076113,0.873283211737914,1.33869476328662,0.640165309911835,-1.00563116254443,7,6,10,4
"85",89,6,6,4,2,6,3,5,5,5,5,3,6,6,6,6,2,5,2,5,2,1,2,1,5,1,1,1,2,1,1,1,1,1,1,2,8,3,2,4,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,4,3,2,2,2,2,4,4,2,3,3,4,3,0,0,2,2,1,2,1,3,0,1,2,0,1,3,1,2,1,1,2,2,3,"1",1,2,1,16693,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4.93333333333333,38,4,21,38,-0.670200727406583,-1.87699532356944,0.484953199664208,-0.378532531078303,1.63830144554944,9,4,6,2
"86",90,6,5,4,4,3,5,4,5,2,3,2,5,2,5,5,4,6,5,5,3,4,4,5,6,5,6,5,6,6,5,4,5,5,6,4,9,4,3,3,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,4,2,4,4,3,4,4,4,3,4,4,3,4,2,2,1,3,2,3,1,2,2,3,3,3,2,1,2,2,1,1,2,2,1,"1",1,5.4,2,22309,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,4,99,9,24,47,0.83282296273318,0.785972782045616,0.997198137837658,0.640165309911835,0.444267364474788,8,9,6,1
"87",91,3,5,4,1,3,2,3,1,3,1,3,1,1,1,1,2,4,2,4,2,1,3,2,4,2,3,2,5,5,3,2,1,1,1,1,10,2,3,3,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,2,1,1,2,3,2,3,3,3,4,3,3,4,2,2,4,2,3,2,1,2,1,2,2,0,2,3,1,2,0,1,2,2,2,"1",1,3.9,2,19993,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2.2,50,6,21,34,-0.0689912513506776,-1.35313274541566,0.484953199664208,-0.83128712707392,-1.85851264902632,8,4,4,4
"88",92,4,6,5,4,5,2,5,5,5,4,4,3,3,4,4,6,6,3,5,2,2,5,3,6,3,3,5,3,5,2,4,5,4,4,2,8,4,2,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,4,2,2,3,2,2,4,2,2,4,3,2,4,1,1,1,3,2,1,2,3,1,1,1,0,1,1,2,2,2,1,2,2,5,"1",1,5,2,12733,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.2,78,3,16,36,-0.970805465434535,-0.130786729723503,-0.368788363958207,-0.604909829076111,0.700131810419355,5,3,5,3
"89",93,6,3,2,4,5,2,4,3,2,5,4,3,1,2,5,5,3,2,5,4,2,3,2,6,5,3,5,5,3,3,2,2,2,2,3,8,2,3,3,2,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,4,2,2,3,2,3,4,2,2,2,4,2,2,3,2,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,2,"1",1,4,2,20497,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.4,67,4,26,34,-0.670200727406583,-0.610994093031136,1.33869476328662,-0.83128712707392,-0.323325973358914,7,7,8,4
"91",95,3,6,3,1,2,3,3,4,2,4,4,4,4,4,3,6,7,7,7,7,5,5,5,6,6,7,3,6,7,4,5,6,6,6,7,6,2,1,4,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,4,3,3,3,3,4,5,1,1,3,4,3,5,4,0,0,1,3,2,2,3,3,3,2,2,3,2,2,2,2,1,2,2,2,"1",1,8,1,21136,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,3.33333333333333,118,8,28,42,0.532218224705228,1.61542186412244,1.68019138873559,0.0742220649173141,-0.408614122007102,10,7,7,4
"92",97,4,6,3,2,5,3,5,4,5,6,5,6,2,4,3,5,6,2,6,3,2,3,2,6,5,3,3,5,3,2,5,6,6,5,6,8,2,2,3,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,4,4,2,2,2,4,4,4,4,5,4,4,4,1,1,2,4,3,1,2,3,1,1,1,1,2,1,0,1,1,1,2,2,2,"1",1,5,2,20278,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.2,84,4,25,47,-0.670200727406583,0.131144559353389,1.16794645056214,0.640165309911835,0.700131810419355,10,7,6,2
"93",98,4,6,5,3,3,4,3,3,4,3,4,5,5,4,6,1,2,4,2,4,5,4,2,4,2,2,1,1,2,1,1,1,1,1,1,9,4,4,7,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,4,1,2,2,2,1,1,2,2,2,4,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,"1",1,1,1,21946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13333333333333,42,0,23,25,-1.87261967951839,-1.70237446418485,0.826449825113175,-1.84998496806406,0.614843661771167,8,5,7,4
